86.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689156241
87.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689157264
88.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689158032
89.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689158607
90.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689159039
91.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689159363
92.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689159606
93.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689159788
94.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689159925
95.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689160027
96.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689160103
97.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689160161
98.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689160204
99.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689160237
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.9906583689160334
